name,platform,year_of_release,genre,na_sales,eu_sales,jp_sales,other_sales,critic_score,user_score,rating,platform_group,Rating_sem,total_sales
BACKYARD SPORTS FOOTBALL ROOKIE RUSH,X360,2010,Sports,0.11,0.0,0.0,0.01,,,,Xbox,Pending,0.12
CRASH SUPERPACK CRASH BANDICOOT 2 N-TRANCED / CRASH NITRO KART,GBA,2005,Misc,0.09,0.03,0.0,0.0,,,,Nintendo,Pending,0.12
FAMICOM MINI TWINBEE,GBA,2004,Shooter,0.0,0.0,0.12,0.0,,,,Nintendo,Pending,0.12
TONY HAWK'S PRO SKATER 5,XOne,2015,Sports,0.09,0.02,0.0,0.01,39.0,21.0,T,Xbox,Teens,0.12
GLADIATOR SWORD OF VENGEANCE,PS2,2003,Action,0.06,0.05,0.0,0.02,65.0,58.0,M,PlayStation,Mature,0.13
RODEA THE SKY SOLDIER,WiiU,2015,Action,0.08,0.02,0.01,0.01,45.0,65.0,E10+,Nintendo,Everyone 10y+,0.12
YAKUZA KIWAMI,PS3,2016,Adventure,0.0,0.0,0.12,0.0,,,,PlayStation,Pending,0.12
DREAMWORKS SUPER STAR KARTZ,3DS,2011,Racing,0.08,0.03,0.0,0.01,,,E,Nintendo,Everyone,0.12
PINBALL HALL OF FAME THE WILLIAMS COLLECTION,X360,2009,Misc,0.11,0.0,0.0,0.01,83.0,83.0,E10+,Xbox,Everyone 10y+,0.12
ULTIMATE CARD GAMES,GBA,2003,Misc,0.09,0.03,0.0,0.0,87.0,,E,Nintendo,Everyone,0.12
JIKKYOU POWERFUL PRO YAKYUU 8 KETTEIBAN,PS2,2001,Sports,0.0,0.0,0.12,0.0,,,,PlayStation,Pending,0.12
NBA 2K17,X360,2016,Sports,0.09,0.02,0.0,0.01,,34.0,E,Xbox,Everyone,0.12
ACADEMY OF CHAMPIONS SOCCER,Wii,2009,Sports,0.09,0.02,0.0,0.01,64.0,68.0,E,Nintendo,Everyone,0.12
OVERLORD RAISING HELL,PS3,2008,Action,0.07,0.03,0.0,0.02,72.0,77.0,T,PlayStation,Teens,0.12000000000000001
WALLACE & GROMIT CURSE OF THE WERE-RABBIT,PS2,2005,Adventure,0.06,0.05,0.0,0.02,,,,PlayStation,Pending,0.13
POWER GIG RISE OF THE SIXSTRING,X360,2010,Misc,0.11,0.0,0.0,0.01,36.0,21.0,T,Xbox,Teens,0.12
MOUNTAIN SPORTS,Wii,2009,Sports,0.11,0.0,0.0,0.01,,,E,Nintendo,Everyone,0.12
PUZZLE KINGDOMS,Wii,2009,Puzzle,0.11,0.0,0.0,0.01,63.0,,E,Nintendo,Everyone,0.12
SKYLANDERS SUPERCHARGERS,3DS,2015,Action,0.05,0.06,0.0,0.01,,,E10+,Nintendo,Everyone 10y+,0.12
MONSTER JAM PATH OF DESTRUCTION,X360,2010,Racing,0.11,0.0,0.0,0.01,,50.0,E,Xbox,Everyone,0.12
THE BIBLE GAME,GBA,2005,Misc,0.09,0.03,0.0,0.0,,,E,Nintendo,Everyone,0.12
NFL HEAD COACH,XB,2006,Sports,0.09,0.03,0.0,0.0,69.0,71.0,E,Xbox,Everyone,0.12
JUST DANCE DISNEY PARTY,Wii,2012,Misc,0.01,0.1,0.0,0.01,,,E,Nintendo,Everyone,0.12
MEDAROT 4 KABUTO / KUWAGATA VERSION,GB,2001,Role-Playing,0.0,0.0,0.12,0.0,,,,Nintendo,Pending,0.12
DECA SPORTS EXTREME,3DS,2011,Sports,0.08,0.0,0.03,0.01,52.0,,E,Nintendo,Everyone,0.12
KIDZ SPORTS CRAZY GOLF,Wii,2008,Sports,0.11,0.0,0.0,0.01,,34.0,E,Nintendo,Everyone,0.12
MAHOU SHOUJO LYRICAL NANOHA A'S PORTABLE THE BATTLE OF ACES,PSP,2010,Shooter,0.0,0.0,0.12,0.0,,,,PlayStation,Pending,0.12
DEEPAK CHOPRA'S LEELA,X360,2011,Misc,0.07,0.04,0.0,0.01,,35.0,E,Xbox,Everyone,0.12000000000000001
ED EDD N EDDY THE MIS-EDVENTURES,GBA,2005,Platform,0.08,0.03,0.0,0.0,,,E,Nintendo,Everyone,0.11
ONIMUSHA BLADE WARRIORS,PS2,2003,Fighting,0.06,0.05,0.0,0.02,65.0,69.0,T,PlayStation,Teens,0.13
ONE PIECE SUPER GRAND BATTLE! X,3DS,2014,Fighting,0.0,0.0,0.12,0.0,,,,Nintendo,Pending,0.12
DISNEY'S EXTREME SKATE ADVENTURE,GC,2003,Sports,0.09,0.02,0.0,0.0,76.0,76.0,E,Nintendo,Everyone,0.11
AKUJI THE HEARTLESS,PS,1998,Platform,0.07,0.04,0.0,0.01,,,,PlayStation,Pending,0.12000000000000001
NBA 2K2,GC,2002,Sports,0.09,0.02,0.0,0.0,90.0,80.0,E,Nintendo,Everyone,0.11
AKIBA'S TRIP UNDEAD & UNDRESSED,PS4,2014,Action,0.08,0.0,0.01,0.02,,,,PlayStation,Pending,0.11
PSYCHONAUTS,XB,2005,Platform,0.09,0.03,0.0,0.0,88.0,90.0,T,Xbox,Teens,0.12
TALES OF BERSERIA,PS3,2016,Role-Playing,0.0,0.0,0.12,0.0,,,,PlayStation,Pending,0.12
JEREMY MCGRATH SUPERCROSS WORLD,GC,2002,Racing,0.09,0.02,0.0,0.0,36.0,56.0,E,Nintendo,Everyone,0.11
UTA NO * PRINCE-SAMA ALL STAR,PSP,2013,Action,0.0,0.0,0.12,0.0,,,,PlayStation,Pending,0.12
HARDBALL 5,PS,1996,Sports,0.07,0.04,0.0,0.01,,,,PlayStation,Pending,0.12000000000000001
AIRBORNE TROOPS COUNTDOWN TO D-DAY,PS2,2005,Shooter,0.06,0.05,0.0,0.02,39.0,81.0,T,PlayStation,Teens,0.13
MLB INSIDE PITCH 2003,XB,2003,Sports,0.09,0.03,0.0,0.0,,,,Xbox,Pending,0.12
JIKKYOU POWERFUL PRO YAKYUU 2014,PSV,2014,Sports,0.0,0.0,0.12,0.0,,,,PlayStation,Pending,0.12
SKATE CITY HEROES,Wii,2008,Sports,0.11,0.0,0.0,0.01,59.0,,E,Nintendo,Everyone,0.12
THE SKY CRAWLERS INNOCENT ACES,Wii,2008,Simulation,0.08,0.02,0.01,0.01,74.0,79.0,T,Nintendo,Teens,0.12
BATTLE ARENA TOSHINDEN REMIX,SAT,1994,Fighting,0.0,0.0,0.12,0.0,,,,Other,Pending,0.12
NAIL'D,PS3,2010,Racing,0.08,0.02,0.0,0.02,66.0,62.0,E10+,PlayStation,Everyone 10y+,0.12000000000000001
LEGENDS OF WRESTLING II,GC,2002,Fighting,0.09,0.02,0.0,0.0,59.0,,T,Nintendo,Teens,0.11
LOST MAGIC,DS,2006,Role-Playing,0.09,0.0,0.02,0.01,68.0,82.0,E,Nintendo,Everyone,0.12
ACE ANOTHER CENTURY'S EPISODE PORTABLE,PSP,2011,Simulation,0.0,0.0,0.12,0.0,,,,PlayStation,Pending,0.12
JAWS ULTIMATE PREDATOR,3DS,2011,Action,0.11,0.0,0.0,0.01,,,M,Nintendo,Mature,0.12
MARVEL AVENGERS BATTLE FOR EARTH,WiiU,2012,Action,0.06,0.04,0.0,0.01,50.0,50.0,T,Nintendo,Teens,0.11
JIKKYOU POWERFUL PRO YAKYUU 9,GC,2002,Sports,0.0,0.0,0.11,0.0,,,,Nintendo,Pending,0.11
ROCK BAND METAL TRACK PACK,PS3,2009,Misc,0.11,0.0,0.0,0.01,,,T,PlayStation,Teens,0.12
ALICE MADNESS RETURNS,PC,2011,Adventure,0.0,0.1,0.0,0.02,75.0,84.0,M,PC,Mature,0.12000000000000001
BARBIE AS THE ISLAND PRINCESS,PS2,2007,Adventure,0.06,0.04,0.0,0.02,,,E,PlayStation,Everyone,0.12000000000000001
CRIME KILLER,PS,1998,Racing,0.07,0.04,0.0,0.01,,,,PlayStation,Pending,0.12000000000000001
PETZ PUPPYZ & KITTENZ,DS,2011,Misc,0.11,0.0,0.0,0.01,,,,Nintendo,Pending,0.12
BACKYARD WRESTLING 2 THERE GOES THE NEIGHBORHOOD,XB,2004,Fighting,0.09,0.03,0.0,0.0,43.0,,M,Xbox,Mature,0.12
RAIDEN IV,X360,2008,Shooter,0.1,0.0,0.01,0.01,63.0,78.0,E10+,Xbox,Everyone 10y+,0.12
MX VS ATV UNTAMED,DS,2007,Racing,0.11,0.0,0.0,0.01,61.0,,E,Nintendo,Everyone,0.12
TOM CLANCY'S SPLINTER CELL BLACKLIST,WiiU,2013,Action,0.04,0.07,0.0,0.01,75.0,78.0,M,Nintendo,Mature,0.12000000000000001
SD GUNDAM G GENERATION-FIF,PS,2001,Strategy,0.0,0.0,0.11,0.01,,,,PlayStation,Pending,0.12
BISHOUJO SENSHI SAILORMOON S JUUGAI RANTOU!? SHUYAKU SOUDATSUSEN,SNES,1994,Fighting,0.0,0.0,0.12,0.0,,,,Nintendo,Pending,0.12
RUBIK'S WORLD,DS,2008,Puzzle,0.1,0.01,0.0,0.01,66.0,,E,Nintendo,Everyone,0.12
ZENSES OCEAN,DS,2008,Puzzle,0.1,0.01,0.0,0.01,56.0,,E,Nintendo,Everyone,0.12
PHANTASY STAR UNIVERSE,X360,2006,Role-Playing,0.09,0.01,0.0,0.01,64.0,74.0,T,Xbox,Teens,0.10999999999999999
PEGGLE DUAL SHOT,DS,2009,Puzzle,0.11,0.0,0.0,0.01,84.0,82.0,E,Nintendo,Everyone,0.12
NPPL CHAMPIONSHIP PAINTBALL 2009,Wii,2008,Shooter,0.11,0.0,0.0,0.01,,77.0,E10+,Nintendo,Everyone 10y+,0.12
SPIDER-MAN EDGE OF TIME,3DS,2011,Action,0.08,0.03,0.0,0.01,50.0,64.0,T,Nintendo,Teens,0.12
CRUIS'N,Wii,2007,Racing,0.1,0.01,0.0,0.01,25.0,37.0,E,Nintendo,Everyone,0.12
SAMURAI WARRIORS 4-II,PS4,2015,Action,0.03,0.02,0.06,0.01,73.0,73.0,T,PlayStation,Teens,0.12
HARUKANARU AUGUSTA 2 MASTERS,SNES,1993,Sports,0.0,0.0,0.12,0.0,,,,Nintendo,Pending,0.12
CASTLEVANIA CURSE OF DARKNESS,XB,2005,Action,0.09,0.03,0.0,0.0,74.0,70.0,M,Xbox,Mature,0.12
SIMANIMALS AFRICA,Wii,2009,Simulation,0.1,0.01,0.0,0.01,53.0,,E,Nintendo,Everyone,0.12
LOVE LIVE! SCHOOL IDOL PARADISE,PSV,2014,Misc,0.0,0.0,0.12,0.0,,,,PlayStation,Pending,0.12
LOST PLANET 3,X360,2013,Shooter,0.07,0.03,0.01,0.01,58.0,58.0,T,Xbox,Teens,0.12
BATTLES OF PRINCE OF PERSIA,DS,2005,Strategy,0.1,0.01,0.0,0.01,64.0,77.0,E10+,Nintendo,Everyone 10y+,0.12
THE CLIQUE DISS AND MAKE UP,DS,2009,Adventure,0.11,0.0,0.0,0.01,,,E10+,Nintendo,Everyone 10y+,0.12
MOBIL 1 RALLY CHAMPIONSHIP,PS,2000,Racing,0.07,0.04,0.0,0.01,,,,PlayStation,Pending,0.12000000000000001
USA TODAY CROSSWORD CHALLENGE,DS,2008,Puzzle,0.11,0.0,0.0,0.01,,,T,Nintendo,Teens,0.12
KING OF COLOSSEUM (RED) SHIN NIPPON X ZEN NIPPON X PANCRASE DISC,PS2,2002,Fighting,0.0,0.0,0.12,0.0,,,,PlayStation,Pending,0.12
TUROK EVOLUTION,GBA,2002,Shooter,0.08,0.03,0.0,0.0,72.0,70.0,T,Nintendo,Teens,0.11
CHARM GIRLS CLUB MY PERFECT PROM,DS,2009,Simulation,0.11,0.0,0.0,0.01,,,E,Nintendo,Everyone,0.12
MARVEL TRADING CARD GAME,DS,2007,Misc,0.11,0.0,0.0,0.01,61.0,49.0,T,Nintendo,Teens,0.12
RUGRATS TOTALLY ANGELICA,PS,2001,Adventure,0.06,0.04,0.0,0.01,,,,PlayStation,Pending,0.11
NIGHTSHADE,PS2,2003,Action,0.06,0.04,0.0,0.01,68.0,77.0,M,PlayStation,Mature,0.11
BRUNSWICK PRO BOWLING,3DS,2011,Sports,0.11,0.0,0.0,0.01,,,E,Nintendo,Everyone,0.12
CSI CRIME SCENE INVESTIGATION,XB,2004,Adventure,0.09,0.03,0.0,0.0,45.0,73.0,M,Xbox,Mature,0.12
WIPEOUT 2,PS3,2011,Misc,0.11,0.0,0.0,0.01,,,E10+,PlayStation,Everyone 10y+,0.12
LEGO BATMAN 2 DC SUPER HEROES,WiiU,2013,Action,0.04,0.06,0.0,0.01,77.0,73.0,E10+,Nintendo,Everyone 10y+,0.11
ULTIMATE PUZZLE GAMES SUDOKU EDITION,DS,2007,Puzzle,0.11,0.0,0.0,0.01,,,E,Nintendo,Everyone,0.12
BUFFY THE VAMPIRE SLAYER CHAOS BLEEDS,XB,2003,Action,0.09,0.03,0.0,0.0,73.0,84.0,T,Xbox,Teens,0.12
ONECHANBARA BIKINI ZOMBIE SLAYERS,Wii,2008,Action,0.11,0.0,0.0,0.01,55.0,80.0,M,Nintendo,Mature,0.12
HANAGUMI TAISEN COLUMNS,SAT,1997,Puzzle,0.0,0.0,0.12,0.0,,,,Other,Pending,0.12
TROPICO 5,PC,2014,Simulation,0.02,0.09,0.0,0.01,75.0,70.0,T,PC,Teens,0.12
TALES OF DESTINY 2,PSP,2007,Role-Playing,0.0,0.0,0.12,0.0,,,,PlayStation,Pending,0.12
TEENAGE MUTANT NINJA TURTLES 3 MUTANT NIGHTMARE,GC,2005,Action,0.09,0.02,0.0,0.0,57.0,,E10+,Nintendo,Everyone 10y+,0.11
REALITY FIGHTERS,PSV,2012,Fighting,0.05,0.05,0.0,0.02,54.0,38.0,T,PlayStation,Teens,0.12000000000000001
PETZ FANTASY MOONLIGHT MAGIC,DS,2010,Simulation,0.11,0.0,0.0,0.01,,,E,Nintendo,Everyone,0.12
THE PRICE IS RIGHT DECADES,Wii,2011,Misc,0.11,0.0,0.0,0.01,,,E10+,Nintendo,Everyone 10y+,0.12
POWER PRO KUN POCKET 14,DS,2011,Sports,0.0,0.0,0.12,0.0,,,,Nintendo,Pending,0.12
DRAGON BALL ORIGINS,DS,2008,Action,0.08,0.02,0.0,0.01,78.0,75.0,T,Nintendo,Teens,0.11
JIKKYOU POWERFUL PRO BASEBALL 2016,PS3,2016,Sports,0.0,0.0,0.12,0.0,,,,PlayStation,Pending,0.12
FIFA 17,PC,2016,Sports,0.0,0.11,0.0,0.01,84.0,42.0,E,PC,Everyone,0.12
AFTER HOURS ATHLETES,PS3,2011,Sports,0.0,0.1,0.0,0.02,,,,PlayStation,Pending,0.12000000000000001
UN SQUADRON,SNES,1991,Shooter,0.0,0.0,0.12,0.0,,,,Nintendo,Pending,0.12
TECMO SUPER BOWL,PS,1996,Sports,0.06,0.04,0.0,0.01,,,,PlayStation,Pending,0.11
DISNEY PRINCESS ENCHANTING STORYBOOKS,DS,2011,Misc,0.07,0.03,0.0,0.01,,,E,Nintendo,Everyone,0.11
DORA THE EXPLORER JOURNEY TO THE PURPLE PLANET,GC,2005,Adventure,0.09,0.02,0.0,0.0,,,EC,Nintendo,Early Childhood,0.11
LUNAR 2 ETERNAL BLUE,SAT,1998,Role-Playing,0.0,0.0,0.12,0.0,,,,Other,Pending,0.12
NHL POWERPLAY '96,PS,1996,Sports,0.06,0.04,0.0,0.01,,,,PlayStation,Pending,0.11
THOUSAND ARMS,PS,1998,Role-Playing,0.06,0.04,0.0,0.01,,,,PlayStation,Pending,0.11
ARCTIC THUNDER,XB,2001,Racing,0.09,0.02,0.0,0.0,57.0,,T,Xbox,Teens,0.11
BARNYARD,GC,2006,Action,0.09,0.02,0.0,0.0,66.0,,E10+,Nintendo,Everyone 10y+,0.11
2 IN 1 COMBO PACK SONIC HEROES / SUPER MONKEY BALL DELUXE,X360,2013,Misc,0.09,0.01,0.0,0.01,,,,Xbox,Pending,0.10999999999999999
STOLEN SONG,PS,1998,Adventure,0.0,0.0,0.11,0.01,,,,PlayStation,Pending,0.12
ARMORED CORE VERDICT DAY,PS3,2013,Simulation,0.0,0.0,0.12,0.0,66.0,74.0,T,PlayStation,Teens,0.12
YATTAMAN DS BIKKURIDOKKIRI DAISAKUSEN DA KORON,DS,2008,Action,0.0,0.0,0.12,0.0,,,,Nintendo,Pending,0.12
MADDEN NFL 17,PS3,2016,Sports,0.07,0.02,0.0,0.02,,2.0,E,PlayStation,Everyone,0.11000000000000001
HARVEY BIRDMAN ATTORNEY AT LAW,PS2,2008,Adventure,0.06,0.04,0.0,0.01,63.0,,T,PlayStation,Teens,0.11
MY CHINESE COACH,DS,2008,Misc,0.1,0.01,0.0,0.01,,,E,Nintendo,Everyone,0.12
LOST IN SHADOW,Wii,2010,Platform,0.09,0.0,0.01,0.01,68.0,87.0,E10+,Nintendo,Everyone 10y+,0.10999999999999999
DEATH NOTE KIRA GAME,DS,2007,Adventure,0.0,0.0,0.12,0.0,,,,Nintendo,Pending,0.12
LEGEND OF THE GUARDIANS THE OWLS OF GA'HOOLE,Wii,2010,Action,0.1,0.01,0.0,0.01,54.0,,E10+,Nintendo,Everyone 10y+,0.12
SENGOKU CYBER FUJIMARU JIGOKUHEN,PS,1995,Strategy,0.0,0.0,0.11,0.01,,,,PlayStation,Pending,0.12
HISSHOU PACHINKO*PACHI-SLOT KOURYAKU SERIES VOL10 CR SHINSEIKI EVANGELION KISEKI NO KACHI,PS2,2007,Misc,0.0,0.0,0.12,0.0,,,,PlayStation,Pending,0.12
ASH ARCHAIC SEALED HEAT,DS,2007,Role-Playing,0.0,0.0,0.12,0.0,,,E10+,Nintendo,Everyone 10y+,0.12
DREAMWORKS SUPER STAR KARTZ,PS3,2011,Racing,0.06,0.03,0.0,0.02,,,E,PlayStation,Everyone,0.11
DORABASE 2 NETTOU ULTRA STADIUM,DS,2009,Sports,0.0,0.0,0.12,0.0,,,,Nintendo,Pending,0.12
WHERE THE WILD THINGS ARE,Wii,2009,Platform,0.11,0.0,0.0,0.01,65.0,,E10+,Nintendo,Everyone 10y+,0.12
CENTER RING BOXING,SAT,1994,Fighting,0.0,0.0,0.12,0.0,,,,Other,Pending,0.12
NHL 2K3,XB,2002,Sports,0.09,0.02,0.0,0.0,89.0,71.0,E,Xbox,Everyone,0.11
DIE HARD VENDETTA,GC,2002,Shooter,0.09,0.02,0.0,0.0,54.0,70.0,M,Nintendo,Mature,0.11
F1 2002,PS2,2002,Racing,0.05,0.04,0.02,0.01,81.0,64.0,E,PlayStation,Everyone,0.12
EVERY EXTEND EXTRA,PSP,2006,Shooter,0.1,0.0,0.0,0.01,74.0,73.0,E,PlayStation,Everyone,0.11
FIFA SOCCER,PSP,2005,Sports,0.11,0.0,0.0,0.01,73.0,77.0,E,PlayStation,Everyone,0.12
CABELA'S NORTH AMERICAN ADVENTURES,PS3,2010,Sports,0.11,0.0,0.0,0.01,,,T,PlayStation,Teens,0.12
DARKSPORE,PC,2011,Role-Playing,0.07,0.03,0.0,0.01,65.0,60.0,T,PC,Teens,0.11
SELF-DEFENSE TRAINING CAMP,X360,2011,Sports,0.08,0.03,0.0,0.01,21.0,50.0,T,Xbox,Teens,0.12
SPHINX AND THE CURSED MUMMY,XB,2003,Action,0.09,0.02,0.0,0.0,79.0,91.0,T,Xbox,Teens,0.11
MIDNIGHT MYSTERIES THE EDGAR ALLAN POE CONSPIRACY,DS,2010,Adventure,0.08,0.03,0.0,0.01,55.0,,T,Nintendo,Teens,0.12
DYNASTY WARRIORS 8 XTREME LEGENDS,PSV,2013,Action,0.03,0.02,0.05,0.02,,,,PlayStation,Pending,0.12000000000000001
GT ADVANCE 2 RALLY RACING,GBA,2001,Racing,0.08,0.03,0.0,0.0,77.0,60.0,E,Nintendo,Everyone,0.11
YAKUZA,PS3,2012,Action,0.0,0.0,0.11,0.0,,,,PlayStation,Pending,0.11
KARAOKE REVOLUTION PRESENTS AMERICAN IDOL ENCORE 2,PS3,2008,Misc,0.11,0.0,0.0,0.01,,,E10+,PlayStation,Everyone 10y+,0.12
DECEPTION IV BLOOD TIES,PS3,2014,Action,0.03,0.02,0.06,0.01,70.0,82.0,M,PlayStation,Mature,0.12
DOA 2 DEAD OR ALIVE 2 HARDCORE,PS2,2000,Fighting,0.0,0.0,0.11,0.0,,,,PlayStation,Pending,0.11
TENCHU SHADOW ASSASSINS,PSP,2009,Action,0.03,0.02,0.05,0.01,68.0,74.0,M,PlayStation,Mature,0.11
FUSE (INSOMNIAC),PS3,2013,Shooter,0.06,0.04,0.0,0.02,,,,PlayStation,Pending,0.12000000000000001
CABELA'S DEER HUNT 2005 SEASON,XB,2004,Sports,0.09,0.02,0.0,0.0,59.0,75.0,T,Xbox,Teens,0.11
SPLASHDOWN,XB,2002,Racing,0.09,0.02,0.0,0.0,78.0,,E,Xbox,Everyone,0.11
18 WHEELS OF STEEL EXTREME TRUCKER 2,PC,2011,Racing,0.08,0.02,0.0,0.01,,83.0,E,PC,Everyone,0.11
NOBUNAGA NO YABOU TENSHOKI,SAT,1995,Strategy,0.0,0.0,0.11,0.0,,,,Other,Pending,0.11
F1 RACING CHAMPIONSHIP,PS,2000,Racing,0.06,0.04,0.0,0.01,,,,PlayStation,Pending,0.11
DEAD MAN'S HAND,XB,2004,Shooter,0.09,0.02,0.0,0.0,62.0,81.0,T,Xbox,Teens,0.11
SMASH CARS,PS2,2003,Racing,0.06,0.04,0.0,0.01,67.0,90.0,E,PlayStation,Everyone,0.11
NASCAR 07,PS2,2006,Racing,0.06,0.04,0.0,0.01,68.0,89.0,E,PlayStation,Everyone,0.11
MERV GRIFFIN'S CROSSWORDS,Wii,2008,Puzzle,0.11,0.0,0.0,0.01,,,E,Nintendo,Everyone,0.12
TECMO BOWL KICKOFF,DS,2008,Sports,0.11,0.0,0.0,0.01,66.0,73.0,E,Nintendo,Everyone,0.12
LOST HORIZON,PC,2010,Adventure,0.0,0.1,0.0,0.02,77.0,79.0,T,PC,Teens,0.12000000000000001
SINGSTAR LATINO,PS3,2009,Misc,0.11,0.0,0.0,0.01,,,T,PlayStation,Teens,0.12
NFL TOUR,PS3,2008,Sports,0.1,0.01,0.0,0.01,45.0,,E,PlayStation,Everyone,0.12
MINUTE TO WIN IT,DS,2010,Misc,0.11,0.0,0.0,0.01,,,E,Nintendo,Everyone,0.12
RUGBY 15,PS4,2015,Sports,0.04,0.06,0.0,0.02,19.0,34.0,E,PlayStation,Everyone,0.12000000000000001
JIKKYOU POWERFUL PRO YAKYUU 12 KETTEIBAN,PS2,2005,Sports,0.0,0.0,0.11,0.0,,,,PlayStation,Pending,0.11
MELTY BLOOD ACT CADENZA,PS2,2006,Fighting,0.0,0.0,0.11,0.0,,,,PlayStation,Pending,0.11
DOKAPON KINGDOM,PS2,2007,Role-Playing,0.05,0.04,0.02,0.01,61.0,65.0,E10+,PlayStation,Everyone 10y+,0.12
TOEJAM & EARL III MISSION TO EARTH,XB,2002,Action,0.09,0.02,0.0,0.0,,,,Xbox,Pending,0.11
PUZZLE QUEST 2,DS,2010,Puzzle,0.1,0.0,0.0,0.01,74.0,58.0,E10+,Nintendo,Everyone 10y+,0.11
PHANTASY STAR COLLECTION,GBA,2002,Role-Playing,0.08,0.03,0.0,0.0,76.0,81.0,E,Nintendo,Everyone,0.11
DOUKOKU SHOSHITE,SAT,1998,Adventure,0.0,0.0,0.11,0.0,,,,Other,Pending,0.11
LEGO KNIGHTS' KINGDOM,GBA,2004,Action,0.08,0.03,0.0,0.0,62.0,,E,Nintendo,Everyone,0.11
FINAL FANTASY III,PSP,2012,Role-Playing,0.0,0.0,0.11,0.0,,89.0,T,PlayStation,Teens,0.11
TAIKO DRUM MASTER TOKUMORI!,WiiU,2014,Misc,0.0,0.0,0.11,0.0,,,,Nintendo,Pending,0.11
DISNEY ART ACADEMY,3DS,2016,Action,0.02,0.01,0.08,0.0,72.0,68.0,E,Nintendo,Everyone,0.11
A WITCH'S TALE,DS,2009,Role-Playing,0.08,0.0,0.03,0.01,50.0,62.0,E10+,Nintendo,Everyone 10y+,0.12
MYSIMS SKYHEROES,PS3,2010,Action,0.08,0.02,0.0,0.01,62.0,,E10+,PlayStation,Everyone 10y+,0.11
PERSONA 5,PS3,2016,Role-Playing,0.0,0.0,0.11,0.0,,,,PlayStation,Pending,0.11
HYPERDIMENSION NEPTUNIA U ACTION UNLEASHED,PSV,2014,Action,0.03,0.01,0.06,0.01,71.0,68.0,T,PlayStation,Teens,0.11
RETRO GAME CHALLENGE,DS,2007,Action,0.0,0.0,0.11,0.0,77.0,73.0,E,Nintendo,Everyone,0.11
NBA JAM 2002,GBA,2002,Sports,0.08,0.03,0.0,0.0,49.0,,E,Nintendo,Everyone,0.11
YOGI BEAR THE VIDEO GAME,Wii,2010,Action,0.06,0.05,0.0,0.01,,,E,Nintendo,Everyone,0.12
SHINING FORCE NEO,PS2,2005,Role-Playing,0.06,0.04,0.0,0.01,69.0,81.0,T,PlayStation,Teens,0.11
POCKET SOCCER LEAGUE CALCIOBIT,3DS,2012,Sports,0.0,0.0,0.11,0.0,,,,Nintendo,Pending,0.11
ARMY MEN SARGE'S WAR,XB,2004,Shooter,0.09,0.02,0.0,0.0,44.0,,T,Xbox,Teens,0.11
PRIMAL RAGE,PS,1994,Fighting,0.06,0.04,0.0,0.01,,,,PlayStation,Pending,0.11
FIFA STREET 2,GC,2006,Sports,0.09,0.02,0.0,0.0,63.0,57.0,E,Nintendo,Everyone,0.11
HEART CATCH PRECURE! OSHARE COLLECTION,DS,2010,Action,0.0,0.0,0.11,0.0,,,,Nintendo,Pending,0.11
FANTASTIC FOUR RISE OF THE SILVER SURFER,X360,2007,Action,0.1,0.01,0.0,0.01,45.0,54.0,T,Xbox,Teens,0.12
MONSTER MADNESS BATTLE FOR SUBURBIA,X360,2007,Shooter,0.1,0.0,0.0,0.01,55.0,52.0,T,Xbox,Teens,0.11
TAITO LEGENDS,PS2,2005,Misc,0.06,0.04,0.0,0.01,68.0,,T,PlayStation,Teens,0.11
MECHANIC MASTER,DS,2008,Puzzle,0.1,0.0,0.0,0.01,76.0,,E,Nintendo,Everyone,0.11
TOM CLANCY'S ENDWAR,PSP,2008,Strategy,0.1,0.01,0.0,0.01,68.0,59.0,T,PlayStation,Teens,0.12
TOM CLANCY'S RAINBOW SIX ROGUE SPEAR,GBA,2002,Shooter,0.08,0.03,0.0,0.0,76.0,,T,Nintendo,Teens,0.11
PAC 'N ROLL,DS,2005,Platform,0.09,0.0,0.02,0.01,72.0,,E,Nintendo,Everyone,0.12
ANIMAL GENIUS,DS,2007,Puzzle,0.1,0.0,0.0,0.01,,,E,Nintendo,Everyone,0.11
BOOMBOTS,PS,1999,Fighting,0.06,0.04,0.0,0.01,,,,PlayStation,Pending,0.11
NFL HEAD COACH 09,X360,2008,Sports,0.11,0.0,0.0,0.01,67.0,84.0,E,Xbox,Everyone,0.12
BLOOD DRIVE,X360,2010,Racing,0.09,0.01,0.0,0.01,40.0,65.0,M,Xbox,Mature,0.10999999999999999
WORLD CHAMPIONSHIP RUGBY,PS2,2004,Sports,0.06,0.04,0.0,0.01,,,,PlayStation,Pending,0.11
THE PRICE IS RIGHT DECADES,X360,2011,Misc,0.11,0.0,0.0,0.01,,,E10+,Xbox,Everyone 10y+,0.12
PHANTOM DUST,XB,2004,Action,0.08,0.02,0.0,0.0,81.0,85.0,T,Xbox,Teens,0.1
VACATION ISLE BEACH PARTY,Wii,2010,Misc,0.08,0.02,0.0,0.01,,,E,Nintendo,Everyone,0.11
THE WALKING DEAD SURVIVAL INSTINCT,WiiU,2013,Shooter,0.08,0.03,0.0,0.01,,46.0,M,Nintendo,Mature,0.12
SHINSEIKI EVANGELION KOUTETSU NO GIRLFRIEND,PS,1998,Adventure,0.0,0.0,0.11,0.01,,,,PlayStation,Pending,0.12
